piece_name,H1,H4,GS
get_0.mid,1.608826653636035,2.432927138894387,0.606476814516129
get_1.mid,1.4330508380972502,2.145109313114777,0.645320197044335
get_10.mid,1.1220276361028723,1.5395909770109424,0.7658770161290323
get_11.mid,1.6966348307319117,2.310193707715919,0.668976814516129
get_12.mid,0.6539839959077957,0.8834713368339903,0.7866683467741935
get_13.mid,1.9419008427030786,2.481744877017642,0.6559979838709677
get_14.mid,1.6689902599175097,2.275513888049953,0.6921622983870968
get_15.mid,1.4915428325488556,1.959082600613505,0.7908045977011494
get_16.mid,1.5943756917842484,2.427687612683059,0.858366935483871
get_17.mid,1.6544274673369272,2.2181479581550367,0.793010752688172
get_18.mid,1.380587861642795,1.7287505600987028,0.6956905241935484
get_19.mid,1.1218814824794545,1.4371144789144266,0.7538793103448276
get_2.mid,1.5885857389411941,1.8890795259754232,0.6419540229885058
get_3.mid,1.3380105303574812,1.7173739207822118,0.772429435483871
get_4.mid,1.4673289129637568,1.8286035126921956,0.6982758620689655
get_5.mid,1.3450237824853977,1.8891020362288498,0.8548850574712644
get_6.mid,1.9492436297023874,2.270157679564249,0.6072328629032258
get_7.mid,1.7650590939835786,2.3317189272502876,0.6777298850574712
get_8.mid,1.5035499663717646,1.9661446933960565,0.6193965517241379
get_9.mid,2.093932581719302,2.344946910281063,0.590948275862069
