piece_name,H1,H4,GS
100_0.mid,1.5864796088898212,1.694696610748025,0.8995625
100_1.mid,1.8892148507270807,2.425054432834575,0.6484708392603129
100_10.mid,1.5064888125869769,2.1014603110030596,0.83375
100_11.mid,1.5601115154256084,2.039206360141973,0.8525625
100_12.mid,1.7848831406432637,2.094366704056965,0.5652573529411765
100_13.mid,1.4509872730187285,2.013542800116231,0.9116875
100_14.mid,1.7919912157174471,2.461975546665631,0.91775
100_15.mid,1.812129463988084,2.4516544475181514,0.8802923387096774
100_16.mid,1.8384524483008813,2.249153659388403,0.8144159619450317
100_17.mid,2.2125878265132632,2.5201517900828776,0.6836309523809524
100_18.mid,1.6971850864126046,2.377388247056097,0.93325
100_19.mid,1.9254596944449818,2.3233724691766104,0.9338709677419355
100_2.mid,1.918810557984838,2.4845803155327437,0.7688218390804598
100_3.mid,2.3067534766956173,2.535596281399166,0.7028769841269841
100_4.mid,2.3115420620515685,2.525193968631641,0.8149159663865546
100_5.mid,1.5362528199561316,2.0790911062214676,0.787
100_6.mid,2.026057148881583,2.542415657873858,0.7855625
100_7.mid,2.115770412604963,2.606989589988228,0.8220092915214866
100_8.mid,2.045458401411687,2.5182283004151893,0.7541291291291291
100_9.mid,1.729568906437505,2.0946872057874435,0.7721372688477952
390_0.mid,1.7440953551048433,2.4587314233895947,0.876875
390_1.mid,1.6562299190593959,2.368724917462513,0.7464488636363636
390_10.mid,2.2429854092471,2.6111973426968222,0.8942460317460318
390_11.mid,1.8504765353170456,2.369485150244228,0.6143429487179487
390_12.mid,1.4699751535554422,2.3269244538729152,0.922375
390_13.mid,1.5314559091911228,2.2005244837422895,0.899875
390_14.mid,1.4874291387350946,2.172313245468211,0.9465
390_15.mid,1.4623477653820331,2.176984013427738,0.8726771196283392
390_16.mid,2.0442258453144344,2.670433610039713,0.8993598862019915
390_17.mid,1.7529021279868087,2.2713375973522956,0.9358333333333333
390_18.mid,1.5693573042088376,2.3566528088440863,0.909625
390_19.mid,1.3598167757503081,2.2618306520413363,0.8765
390_2.mid,1.6051589062149851,2.2975666359708375,0.9426875
390_3.mid,1.8702581655672819,2.175085294225874,0.9619230769230769
390_4.mid,1.3460988322654868,2.186179909837328,0.8448125
390_5.mid,1.724284006477787,2.1449373564649323,0.7739375
390_6.mid,1.9125650811604524,2.406674276929125,0.7308125
390_7.mid,1.8036361807020136,2.175531209873111,0.882375
390_8.mid,2.2772913574966,2.541278117354865,0.8172949735449735
390_9.mid,1.8619544719096313,2.4907328677581377,0.8604375
50_0.mid,1.810765955979937,2.236538297828884,0.6713815789473684
50_1.mid,1.4204069515673083,2.1511628364582944,0.8609375
50_10.mid,1.9825938144692583,2.5168029612755287,0.9892857142857143
50_11.mid,1.75267033329451,2.4141507664338717,0.8396486643437863
50_12.mid,1.5482765902839881,2.341184176931691,0.8673125
50_13.mid,1.9901591924731654,2.5064551426502777,0.6588541666666666
50_14.mid,1.793294665895096,2.1092875691624253,0.7379981884057971
50_15.mid,1.9539711432543374,2.4311605795511264,0.6013832658569501
50_16.mid,1.300434712411189,1.779730575453261,0.8719375
50_17.mid,1.513653007228567,2.195328199723919,0.87275
50_18.mid,2.17604251316311,2.567245977143586,0.6922514619883041
50_19.mid,1.8560422358150521,2.4733407458082053,0.9595483641536273
50_2.mid,1.5864092974954134,2.381879399687825,0.8761875
50_3.mid,1.9567084465207265,2.619300239310685,0.8164451827242525
50_4.mid,1.4207388657875932,1.7044461054013098,0.9924242424242424
50_5.mid,1.5715223372030072,2.0113234210547866,0.99375
50_6.mid,2.0262932020873516,2.5212648752183187,0.9559032716927454
50_7.mid,1.667653379498615,2.4459284619745865,0.9659375
50_8.mid,2.037438358375418,2.5930582462326632,0.938719512195122
50_9.mid,1.5150334394107114,2.320616316696209,0.825125
