piece_name,H1,H4,GS
100_0.mid,1.1466565325407505,1.324194142822334,0.9611875
100_1.mid,1.781056640928654,2.3926532848141684,0.8773125
100_10.mid,2.024353554855171,2.5548421576541998,0.932875
100_11.mid,2.013479021546994,2.4772278248198245,0.7222906403940886
100_12.mid,1.4240299044564695,2.345500234104298,0.9065
100_13.mid,1.6522019506432728,2.260884212772601,0.9329375
100_14.mid,1.8711627193727827,2.3718636062092227,0.7688125
100_15.mid,1.4946307417513773,1.9729408898180374,0.9128125
100_16.mid,1.492942043568075,2.209923592731412,0.8503125
100_17.mid,0.34850229865604265,0.5806939272131136,0.9635625
100_18.mid,1.9006413306170804,2.5148833111777993,0.771625
100_19.mid,1.74685995932616,2.500700931719385,0.89425
100_2.mid,1.613956809148325,2.307498196656745,0.853375
100_3.mid,1.8678909806965904,2.2397624889284944,0.809375
100_4.mid,1.395313379220691,2.068951227871026,0.897125
100_5.mid,1.834182884032957,2.2396020646487385,0.8963963963963963
100_6.mid,2.099453404419015,2.485803403002445,0.7943108974358974
100_7.mid,1.704608921669148,2.096401488080818,0.685842803030303
100_8.mid,1.6073607902481892,1.67334635879689,0.9805625
100_9.mid,1.7080782706340556,2.4536548040243655,0.8511875
400_0.mid,2.356945912975175,2.724423585751625,0.8038054435483871
400_1.mid,1.6928244615027457,2.421363995021806,0.908375
400_10.mid,1.329298790360086,2.262989057649396,0.8804375
400_11.mid,1.6631768272959024,2.434879609392201,0.7825625
400_12.mid,1.473616295245516,2.221086952400943,0.9755625
400_13.mid,1.6382749938318417,2.3421794850688955,0.9429375
400_14.mid,1.2332410993199987,2.1081123476196875,0.904
400_15.mid,1.6527132221681535,2.333075334999234,0.894875
400_16.mid,1.6157512240912433,2.3297381233338057,0.8415625
400_17.mid,1.52555764837488,2.2773268755760037,0.9478803716608595
400_18.mid,1.3740872039285315,2.195042952929007,0.8263125
400_19.mid,2.352481605238693,2.6439231971515675,0.6389880952380952
400_2.mid,1.8678664687394584,2.5507314126263982,0.7876742160278746
400_3.mid,2.0714803564915085,2.5815899091697085,0.8803030303030303
400_4.mid,1.5064201999003353,2.2335609554894496,0.79025
400_5.mid,1.2959841772960619,1.8404013982705931,0.9180625
400_6.mid,1.2659814873814697,1.8001455795742267,0.77425
400_7.mid,1.7165906464577616,2.5574132433517045,0.9185625
400_8.mid,1.4887850229730755,1.7787871773404558,0.933625
400_9.mid,2.160305925431398,2.681867505656594,0.813115763546798
50_0.mid,1.5907522478553833,2.183572155909395,0.7791875
50_1.mid,2.041279231812495,2.4321416434645453,0.9512605042016806
50_10.mid,2.0037107479191683,2.5454689060828533,0.9458125
50_11.mid,1.4295438236399294,1.9790788990462136,0.9513125
50_12.mid,1.7702654526756156,2.163359262113238,0.9087339743589744
50_13.mid,1.8580384133764725,2.2538188504188508,0.9278963414634146
50_14.mid,2.158050612793437,2.479521156854541,0.9500891265597148
50_15.mid,1.371783610060184,2.0348420351895693,0.877375
50_16.mid,1.6585199534226216,2.2925498606029175,0.9143049932523617
50_17.mid,1.5484162092850018,2.323381372191775,0.9900625
50_18.mid,1.583472742717743,1.6527402854036912,0.930125
50_19.mid,1.5249341617268148,1.972654022153286,0.9819375
50_2.mid,1.3151738940784081,1.5172706672203193,0.9764880952380952
50_3.mid,1.5387360163443646,2.1660377303649403,0.939625
50_4.mid,1.4156657637711143,1.6732188651181656,0.9819375
50_5.mid,2.1058646310679343,2.5522124824463,0.935391363022942
50_6.mid,1.5776577302785701,2.4921002552011156,0.91175
50_7.mid,1.6504974041974716,2.394326296637162,0.939875
50_8.mid,2.012298645826819,2.3859963432000106,0.8094086021505377
50_9.mid,1.6591230984549774,2.149315859064625,0.9338235294117647
