piece_name,H1,H4,GS
get_0.mid,1.9921675966812313,2.4214982151917424,0.6175655241935484
get_1.mid,1.819526496041091,2.541468134706424,0.8276881720430107
get_10.mid,1.2822031496808937,2.2003596487320896,0.9174647177419355
get_11.mid,1.6639370516729612,2.6002736807469624,0.9553931451612904
get_12.mid,1.58426427275822,2.311709111725008,0.8110215053763441
get_13.mid,1.8184854884146595,2.5135008117485613,0.8639112903225806
get_14.mid,2.0341360067238137,2.616852199791878,0.9230090725806451
get_15.mid,1.7382262198577223,2.4170810300903423,0.7032510080645161
get_16.mid,1.5812636233028325,2.3292363444642885,0.9214969758064516
get_17.mid,1.217573637610321,2.126773359209501,0.9010752688172043
get_18.mid,1.6961287259477342,2.5416187057472825,0.9279233870967742
get_19.mid,1.535441172705986,2.400277411796555,0.9477066532258065
get_2.mid,1.599569114349005,2.151911960088107,0.7159778225806451
get_3.mid,1.2693605821377447,2.170909963589096,0.953494623655914
get_4.mid,1.8548727110631558,2.2402411175716996,0.7846522177419355
get_5.mid,1.4955658234435556,2.1803876010748597,0.9277973790322581
get_6.mid,1.5714620284849339,2.257272283236652,0.8060735887096774
get_7.mid,1.5929416097954323,2.4764099246554103,0.8623655913978494
get_8.mid,1.783936485209424,2.1248943168872954,0.7419354838709677
get_9.mid,1.6969255569424457,2.480134533141853,0.8196236559139785
