piece_name,H1,H4,GS
100_0.mid,2.140625150004016,2.374460303885192,0.7072649572649573
100_1.mid,1.4517021157843861,1.9520241392411184,0.6114718614718615
100_10.mid,1.8733774241278789,2.5257963169417703,0.7373150105708245
100_11.mid,2.005170416562834,2.398902889151916,0.7273293029871978
100_12.mid,1.5636438098564855,2.3158755760985654,0.9125
100_13.mid,1.985078719456491,2.621883431652805,0.8160625
100_14.mid,1.6145365873311504,2.3614874830158086,0.9019375
100_15.mid,1.7285345990443342,2.006391581561113,0.9674608819345661
100_16.mid,1.6395509700449633,2.281162251597615,0.877875
100_17.mid,1.873206139831127,2.528362041708424,0.83075
100_18.mid,1.797647440266109,2.52636004495014,0.9519025604551921
100_19.mid,1.7547431939756344,2.304246151669481,0.892875
100_2.mid,1.7657386094033916,2.257847194415725,0.9446693657219973
100_3.mid,1.9274711447746622,2.567196998976486,0.7054375
100_4.mid,2.147256653179024,2.5594827257473245,0.579879679144385
100_5.mid,1.94305621557356,2.507747232695529,0.755048076923077
100_6.mid,1.961078103612133,2.3877025428602896,0.7508838383838384
100_7.mid,1.8045493461674282,2.273236792012508,0.7511261261261262
100_8.mid,1.5640352510004385,2.3181143047218686,0.822375
100_9.mid,1.56435617968108,1.8899805011204796,0.5826149425287356
400_0.mid,2.128242848589954,2.294371183483672,0.8517316017316018
400_1.mid,2.1601775604103577,2.581035548093129,0.909468438538206
400_10.mid,1.5559592255041663,2.324669503997929,0.9175
400_11.mid,1.5931175316540733,2.3206031447649633,0.8455
400_12.mid,1.7536836346713907,2.3416641840387222,0.8357142857142857
400_13.mid,1.8119801896620753,2.381879532525231,0.7819375
400_14.mid,2.2600554704325395,2.546976499507507,0.8806980056980057
400_15.mid,1.67670242078724,2.469520963229714,0.75525
400_16.mid,1.894211979334964,2.2116715073818605,0.953207671957672
400_17.mid,1.3491473787297297,1.8739414693578298,0.8754166666666666
400_18.mid,1.918896628080385,2.562530502164608,0.9177083333333333
400_19.mid,2.171249581544177,2.5488082326824966,0.802918118466899
400_2.mid,1.7109997663014513,2.107391110275497,0.9236453201970444
400_3.mid,1.4083312689665617,2.3157600213094827,0.8569375
400_4.mid,1.872512580171305,2.3586989452377742,0.9210115864527629
400_5.mid,1.6176061310562821,2.2459551217919667,0.8986742424242424
400_6.mid,1.827569313699142,2.394114344031816,0.7712087087087087
400_7.mid,2.040303337181983,2.4363822149715886,0.9004267425320057
400_8.mid,1.4799258383885605,2.385497911542172,0.9161875
400_9.mid,1.8242150622892161,2.371150839931847,0.9233511586452763
50_0.mid,1.6956013033013122,2.4272782983591594,0.9661875
50_1.mid,2.168824728224869,2.5618252887260065,0.8325098814229249
50_10.mid,1.8485055827954873,2.32313491075896,0.8821301247771836
50_11.mid,1.7113538155673875,2.473740702293765,0.929375
50_12.mid,1.7947980727444512,2.2943838395828218,0.7008838383838384
50_13.mid,1.859829095303742,2.6005983702461406,0.7338141025641025
50_14.mid,1.4768360370236526,2.1424747691103927,0.9385625
50_15.mid,1.7670549450917161,2.3959585360635822,0.8814375
50_16.mid,1.8569553586796979,2.413485073256503,0.9814102564102564
50_17.mid,1.639689790438676,2.379369265738698,0.8653455284552846
50_18.mid,1.9109402646272984,2.420656965834568,0.8486111111111111
50_19.mid,1.5771723393180979,2.3301717477849846,0.874375
50_2.mid,2.013949624547382,2.5383193796139354,0.6091382575757576
50_3.mid,1.793661766201024,2.2976523740556267,0.972165991902834
50_4.mid,1.956005929035081,2.5617648594734446,0.7095588235294118
50_5.mid,1.8669439821087541,2.5270124714966475,0.8255625
50_6.mid,1.9136623605580323,2.5176490584647055,0.8337688734030198
50_7.mid,1.7514245098115222,2.5793675310944977,0.82975
50_8.mid,1.846097379318544,2.575479401230336,0.82825
50_9.mid,1.9258798384770455,2.6009521575179098,0.9278093883357041
